0.205154;0.794846;0;34;0
0.0471888;0.952811;0;34;0.01
0.00688299;0.993117;0;34;0.02
0.000981354;0.999019;0;34;0.03
0.0214844;0.978516;0;34;0.04
0.0644531;0.935547;0;34;0.05
0.0849609;0.915039;0;34;0.06
0.0791016;0.920898;0;34;0.07
0.0675808;0.932419;0;34;0.08
0.0518084;0.948192;0;34;0.09
0.105469;0.894531;0;34;0.1
0.402344;0.597656;50;34;0
0.226562;0.773438;50;34;0.01
0.289062;0.710938;50;34;0.02
0.179688;0.820312;50;34;0.03
0.170898;0.829102;50;34;0.04
0.308594;0.691406;50;34;0.05
0.329102;0.670898;50;34;0.06
0.320312;0.679688;50;34;0.07
0.348633;0.651367;50;34;0.08
0.235352;0.764648;50;34;0.09
0.326172;0.673828;50;34;0.1
0.389648;0.610352;100;34;0
0.326172;0.673828;100;34;0.01
0.260742;0.739258;100;34;0.02
0.240234;0.759766;100;34;0.03
0.319336;0.680664;100;34;0.04
0.22168;0.77832;100;34;0.05
0.338867;0.661133;100;34;0.06
0.260742;0.739258;100;34;0.07
0.124754;0.875246;100;34;0.08
0.107422;0.892578;100;34;0.09
0.138672;0.861328;100;34;0.1
0.426758;0.573242;150;34;0
0.384766;0.615234;150;34;0.01
0.404297;0.595703;150;34;0.02
0.179688;0.820312;150;34;0.03
0.132812;0.867188;150;34;0.04
0.197266;0.802734;150;34;0.05
0.277344;0.722656;150;34;0.06
0.282227;0.717773;150;34;0.07
0.118164;0.881836;150;34;0.08
0.219727;0.780273;150;34;0.09
0.298828;0.701172;150;34;0.1
0.445312;0.554688;200;34;0
0.12793;0.87207;200;34;0.01
0.0244141;0.975586;200;34;0.02
0.0839844;0.916016;200;34;0.03
0.253906;0.746094;200;34;0.04
0.359375;0.640625;200;34;0.05
0.320312;0.679688;200;34;0.06
0.211914;0.788086;200;34;0.07
0.181641;0.818359;200;34;0.08
0.22168;0.77832;200;34;0.09
0.333984;0.666016;200;34;0.1
0.332031;0.667969;250;34;0
0.338867;0.661133;250;34;0.01
0.135742;0.864258;250;34;0.02
0.1875;0.8125;250;34;0.03
0.126953;0.873047;250;34;0.04
0.294922;0.705078;250;34;0.05
0.271484;0.728516;250;34;0.06
0.237305;0.762695;250;34;0.07
0.178711;0.821289;250;34;0.08
0.223633;0.776367;250;34;0.09
0.0751953;0.924805;250;34;0.1
0.330078;0.669922;300;34;0
0.171875;0.828125;300;34;0.01
0.0341797;0.96582;300;34;0.02
0.154448;0.845552;300;34;0.03
0.157227;0.842773;300;34;0.04
0.282227;0.717773;300;34;0.05
0.201566;0.798434;300;34;0.06
0.140625;0.859375;300;34;0.07
0.238281;0.761719;300;34;0.08
0.141602;0.858398;300;34;0.09
0.219727;0.780273;300;34;0.1
0.319336;0.680664;350;34;0
0.182617;0.817383;350;34;0.01
0.249023;0.750977;350;34;0.02
0.0578999;0.9421;350;34;0.03
0.165039;0.834961;350;34;0.04
0.172852;0.827148;350;34;0.05
0.21131;0.78869;350;34;0.06
0.0322266;0.967773;350;34;0.07
0.0419922;0.958008;350;34;0.08
0.133789;0.866211;350;34;0.09
0.0986328;0.901367;350;34;0.1
0.215139;0.784861;400;34;0
0.0885827;0.911417;400;34;0.01
0.0927734;0.907227;400;34;0.02
0.178711;0.821289;400;34;0.03
0.128906;0.871094;400;34;0.04
0.207031;0.792969;400;34;0.05
0.318359;0.681641;400;34;0.06
0.170898;0.829102;400;34;0.07
0.123047;0.876953;400;34;0.08
0.25;0.75;400;34;0.09
0.078125;0.921875;400;34;0.1
0.178711;0.821289;450;34;0
0.186523;0.813477;450;34;0.01
0.120117;0.879883;450;34;0.02
0.172852;0.827148;450;34;0.03
0.188477;0.811523;450;34;0.04
0.30957;0.69043;450;34;0.05
0.143555;0.856445;450;34;0.06
0.149414;0.850586;450;34;0.07
0.169922;0.830078;450;34;0.08
0.12207;0.87793;450;34;0.09
0.202148;0.797852;450;34;0.1
0.33953;0.66047;500;34;0
0.109589;0.890411;500;34;0.01
0.0390625;0.960938;500;34;0.02
0.11828;0.88172;500;34;0.03
0.12793;0.87207;500;34;0.04
0.0481809;0.951819;500;34;0.05
0.0810547;0.918945;500;34;0.06
0.291992;0.708008;500;34;0.07
0.240234;0.759766;500;34;0.08
0.274414;0.725586;500;34;0.09
0.145508;0.854492;500;34;0.1
0.287109;0.712891;550;34;0
0.0484669;0.951533;550;34;0.01
0.0761719;0.923828;550;34;0.02
0.11546;0.88454;550;34;0.03
0.179688;0.820312;550;34;0.04
0.115234;0.884766;550;34;0.05
0.102539;0.897461;550;34;0.06
0.112305;0.887695;550;34;0.07
0.217773;0.782227;550;34;0.08
0.0935039;0.906496;550;34;0.09
0.121094;0.878906;550;34;0.1
0.413086;0.586914;600;34;0
0.128906;0.871094;600;34;0.01
0.194336;0.805664;600;34;0.02
0.106445;0.893555;600;34;0.03
0.179688;0.820312;600;34;0.04
0.0800781;0.919922;600;34;0.05
0.161133;0.838867;600;34;0.06
0.241211;0.758789;600;34;0.07
0.189453;0.810547;600;34;0.08
0.21875;0.78125;600;34;0.09
0.107422;0.892578;600;34;0.1
0.388672;0.611328;650;34;0
0.160156;0.839844;650;34;0.01
0.118164;0.881836;650;34;0.02
0.0419922;0.958008;650;34;0.03
0.0869141;0.913086;650;34;0.04
0.12207;0.87793;650;34;0.05
0.0361328;0.963867;650;34;0.06
0.0859375;0.914062;650;34;0.07
0.222656;0.777344;650;34;0.08
0.205078;0.794922;650;34;0.09
0.209961;0.790039;650;34;0.1
0.366211;0.633789;700;34;0
0.0976562;0.902344;700;34;0.01
0.117188;0.882812;700;34;0.02
0.216797;0.783203;700;34;0.03
0.30957;0.69043;700;34;0.04
0.321289;0.678711;700;34;0.05
0.211914;0.788086;700;34;0.06
0.0546875;0.945312;700;34;0.07
